
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
232.086,295.186,-12.781,74.583,12.785,74.608,-346.908,-0.015,346.908,-180.023,1.736,1.935,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.038,2.395e6,0,1755.197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.029,13.081,978.6,339.226,0.001,0.578
232.087,295.173,-12.706,73.602,12.709,73.627,-346.909,-0.015,346.909,-180.023,1.738,1.91,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.038,2.381e6,0,1734.793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.029,13.081,978.6,339.226,0.001,0.578
232.088,295.16,-12.63,72.621,12.633,72.646,-346.911,-0.015,346.911,-180.023,1.74,1.885,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.037,2.367e6,0,1714.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.029,13.081,978.6,339.226,0.001,0.578
232.089,295.146,-12.554,71.641,12.557,71.665,-346.913,-0.015,346.913,-180.023,1.742,1.86,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.037,2.353e6,0,1693.992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.029,13.081,978.6,339.226,0.001,0.578
232.09,295.133,-12.477,70.661,12.48,70.684,-346.915,-0.015,346.915,-180.023,1.744,1.835,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.037,2.338e6,0,1673.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.028,13.082,978.6,339.226,0.001,0.578
232.091,295.119,-12.4,69.681,12.403,69.704,-346.917,-0.015,346.917,-180.023,1.746,1.81,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.037,2.324e6,0,1653.211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.028,13.082,978.6,339.226,0.001,0.578
232.092,295.105,-12.322,68.701,12.326,68.724,-346.919,-0.015,346.919,-180.023,1.748,1.785,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.037,2.309e6,0,1632.828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.028,13.082,978.6,339.226,0.001,0.578
232.093,295.091,-12.244,67.721,12.248,67.744,-346.921,-0.015,346.921,-180.023,1.75,1.76,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.036,2.295e6,0,1612.451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.028,13.082,978.6,339.226,0.001,0.578
232.094,295.076,-12.166,66.742,12.169,66.765,-346.923,-0.015,346.923,-180.023,1.752,1.735,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.036,2.28e6,0,1592.079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.028,13.082,978.6,339.227,0.001,0.578
232.096,295.062,-12.087,65.763,12.09,65.785,-346.925,-0.015,346.925,-180.023,1.754,1.71,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.036,2.265e6,0,1571.714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.027,13.082,978.6,339.227,0.001,0.579
232.097,295.047,-12.007,64.785,12.01,64.806,-346.927,-0.015,346.927,-180.023,1.756,1.685,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.036,2.25e6,0,1551.354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.027,13.082,978.6,339.227,0.001,0.579
232.098,295.032,-11.927,63.806,11.93,63.828,-346.929,-0.015,346.929,-180.023,1.758,1.66,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.035,2.235e6,0,1531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.027,13.082,978.6,339.227,0.001,0.579
232.099,295.017,-11.847,62.828,11.85,62.849,-346.932,-0.015,346.932,-180.023,1.76,1.635,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.035,2.22e6,0,1510.653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.027,13.082,978.6,339.227,0.001,0.579
232.101,295.001,-11.766,61.85,11.768,61.871,-346.934,-0.015,346.934,-180.023,1.762,1.61,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.035,2.205e6,0,1490.312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.027,13.082,978.6,339.227,0.001,0.579
232.102,294.985,-11.684,60.873,11.687,60.893,-346.936,-0.015,346.936,-180.023,1.764,1.579,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.035,2.19e6,0,1469.973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.025,13.082,978.7,339.227,0.001,0.579
232.103,294.969,-11.602,59.896,11.605,59.916,-346.939,-0.015,346.939,-180.023,1.767,1.544,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.034,2.174e6,0,1449.642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.024,13.083,978.7,339.227,0.001,0.579
232.105,294.953,-11.519,58.919,11.522,58.939,-346.941,-0.015,346.941,-180.023,1.769,1.509,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.034,2.159e6,0,1429.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.022,13.083,978.7,339.227,0.001,0.579
232.106,294.937,-11.436,57.943,11.439,57.962,-346.944,-0.015,346.944,-180.023,1.771,1.473,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.034,2.143e6,0,1409.012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.02,13.083,978.7,339.227,0.001,0.579
232.108,294.92,-11.352,56.968,11.355,56.986,-346.946,-0.015,346.946,-180.023,1.773,1.438,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.034,2.127e6,0,1388.709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.017,13.083,978.7,339.227,0.001,0.579
232.109,294.903,-11.268,55.992,11.27,56.01,-346.949,-0.015,346.949,-180.023,1.775,1.403,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.033,2.112e6,0,1368.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.015,13.083,978.7,339.227,0.002,0.579
232.111,294.886,-11.183,55.017,11.185,55.034,-346.952,-0.015,346.952,-180.023,1.777,1.368,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.033,2.096e6,0,1348.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.013,13.083,978.7,339.227,0.002,0.579
232.112,294.868,-11.097,54.043,11.099,54.059,-346.955,-0.015,346.955,-180.023,1.779,1.333,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.033,2.08e6,0,1327.845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.011,13.083,978.7,339.227,0.002,0.579
232.114,294.85,-11.011,53.068,11.013,53.084,-346.958,-0.015,346.958,-180.023,1.781,1.298,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.033,2.063e6,0,1307.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.009,13.083,978.7,339.227,0.002,0.58
232.116,294.832,-10.924,52.095,10.926,52.11,-346.961,-0.015,346.961,-180.023,1.784,1.263,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.032,2.047e6,0,1287.312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.006,13.083,978.7,339.227,0.002,0.58
232.117,294.813,-10.836,51.121,10.838,51.136,-346.964,-0.015,346.964,-180.023,1.786,1.227,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.032,2.031e6,0,1267.059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.004,13.084,978.7,339.228,0.002,0.58
232.119,294.794,-10.748,50.148,10.75,50.163,-346.967,-0.015,346.967,-180.023,1.788,1.192,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.032,2.014e6,0,1246.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.001,13.084,978.7,339.228,0.002,0.58
232.121,294.775,-10.659,49.176,10.661,49.19,-346.97,-0.015,346.97,-180.023,1.79,1.157,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.032,1.997e6,0,1226.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.999,13.084,978.7,339.228,0.002,0.58
232.123,294.755,-10.569,48.204,10.571,48.217,-346.973,-0.015,346.973,-180.023,1.792,1.122,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.031,1.981e6,0,1206.358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.996,13.084,978.7,339.228,0.002,0.58
232.125,294.735,-10.479,47.233,10.481,47.245,-346.977,-0.015,346.977,-180.023,1.794,1.087,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.031,1.964e6,0,1186.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.994,13.084,978.7,339.228,0.002,0.58
232.127,294.714,-10.388,46.262,10.39,46.274,-346.98,-0.015,346.98,-180.023,1.796,1.052,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.031,1.947e6,0,1165.943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.991,13.084,978.7,339.228,0.002,0.58
232.129,294.693,-10.296,45.291,10.298,45.303,-346.984,-0.015,346.984,-180.023,1.798,1.016,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.031,1.929e6,0,1145.752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.988,13.084,978.7,339.228,0.002,0.581
232.131,294.672,-10.204,44.322,10.205,44.332,-346.988,-0.015,346.988,-180.023,1.8,0.981,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.03,1.912e6,0,1125.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.985,13.084,978.7,339.228,0.002,0.581
232.133,294.65,-10.11,43.352,10.112,43.363,-346.992,-0.015,346.992,-180.023,1.802,0.946,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.03,1.895e6,0,1105.406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.982,13.085,978.7,339.228,0.002,0.581
232.135,294.628,-10.016,42.384,10.017,42.394,-346.996,-0.015,346.996,-180.023,1.804,0.911,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.03,1.877e6,0,1085.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.979,13.085,978.7,339.228,0.002,0.581
232.138,294.605,-9.921,41.416,9.922,41.425,-347,-0.015,347,-180.023,1.806,0.875,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.03,1.859e6,0,1065.111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.976,13.085,978.7,339.228,0.002,0.581
232.14,294.581,-9.825,40.448,9.826,40.457,-347.004,-0.015,347.004,-180.023,1.808,0.84,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.029,1.841e6,0,1044.984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.972,13.085,978.7,339.228,0.002,0.581
232.142,294.557,-9.728,39.482,9.73,39.49,-347.008,-0.015,347.008,-180.023,1.81,0.805,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.029,1.823e6,0,1024.871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.969,13.085,978.7,339.229,0.002,0.581
232.145,294.533,-9.631,38.516,9.632,38.524,-347.013,-0.015,347.013,-180.023,1.812,0.77,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.029,1.805e6,0,1004.773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.965,13.085,978.7,339.229,0.003,0.581
232.147,294.508,-9.532,37.551,9.533,37.558,-347.018,-0.015,347.018,-180.023,1.814,0.734,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.028,1.786e6,0,984.691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.962,13.086,978.7,339.229,0.003,0.581
232.15,294.482,-9.432,36.586,9.434,36.593,-347.023,-0.015,347.023,-180.023,1.816,0.699,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.028,1.768e6,0,964.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.958,13.086,978.7,339.229,0.003,0.581
232.153,294.455,-9.332,35.623,9.333,35.629,-347.028,-0.015,347.028,-180.023,1.818,0.664,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.028,1.749e6,0,944.577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.954,13.086,978.7,339.229,0.003,0.582
232.156,294.428,-9.23,34.66,9.231,34.666,-347.033,-0.015,347.033,-180.023,1.82,0.634,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.028,1.73e6,0,924.549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.951,13.086,978.7,339.229,0.003,0.582
232.159,294.4,-9.128,33.698,9.129,33.703,-347.039,-0.015,347.039,-180.023,1.822,0.604,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.027,1.71e6,0,904.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.948,13.086,978.7,339.229,0.003,0.582
232.162,294.372,-9.024,32.737,9.025,32.742,-347.044,-0.015,347.044,-180.023,1.823,0.573,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.027,1.691e6,0,884.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.945,13.086,978.7,339.229,0.003,0.582
232.165,294.342,-8.92,31.777,8.92,31.781,-347.05,-0.015,347.05,-180.023,1.825,0.543,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.027,1.671e6,0,864.566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.942,13.087,978.7,339.229,0.003,0.582
232.169,294.312,-8.814,30.818,8.814,30.822,-347.057,-0.015,347.057,-180.023,1.827,0.513,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.026,1.652e6,0,844.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.938,13.087,978.7,339.229,0.003,0.582
232.172,294.28,-8.707,29.86,8.707,29.864,-347.063,-0.015,347.063,-180.023,1.829,0.483,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.026,1.632e6,0,824.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.934,13.087,978.7,339.23,0.004,0.582
232.176,294.248,-8.599,28.903,8.599,28.907,-347.07,-0.015,347.07,-180.023,1.83,0.452,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.026,1.611e6,0,804.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.931,13.087,978.7,339.23,0.004,0.582
232.18,294.214,-8.489,27.947,8.49,27.951,-347.077,-0.015,347.077,-180.023,1.832,0.422,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.025,1.591e6,0,784.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.927,13.087,978.7,339.23,0.004,0.582
232.184,294.18,-8.379,26.993,8.379,26.996,-347.085,-0.015,347.085,-180.023,1.834,0.392,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.025,1.57e6,0,765.049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.923,13.088,978.7,339.23,0.004,0.582
232.189,294.144,-8.267,26.04,8.267,26.043,-347.093,-0.015,347.093,-180.023,1.835,0.361,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.025,1.549e6,0,745.225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.918,13.088,978.7,339.23,0.004,0.582
232.193,294.107,-8.153,25.089,8.154,25.091,-347.101,-0.015,347.101,-180.023,1.837,0.331,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.024,1.528e6,0,725.432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.914,13.088,978.8,339.23,0.005,0.582
232.198,294.068,-8.038,24.139,8.039,24.141,-347.11,-0.015,347.11,-180.023,1.838,0.3,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.024,1.506e6,0,705.671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.909,13.088,978.8,339.23,0.005,0.582
232.203,294.028,-7.922,23.191,7.923,23.192,-347.119,-0.015,347.119,-180.023,1.839,0.27,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.024,1.484e6,0,685.945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.904,13.089,978.8,339.231,0.005,0.583
232.208,293.987,-7.805,22.244,7.805,22.245,-347.129,-0.015,347.129,-180.023,1.841,0.238,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.023,1.462e6,0,666.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.898,13.089,978.8,339.231,0.005,0.583
232.214,293.944,-7.685,21.299,7.686,21.3,-347.139,-0.015,347.139,-180.023,1.842,0.205,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.023,1.44e6,0,646.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.892,13.089,978.8,339.231,0.006,0.583
232.22,293.898,-7.565,20.357,7.565,20.358,-347.15,-0.015,347.15,-180.023,1.843,0.172,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.023,1.417e6,0,627.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.886,13.089,978.8,339.231,0.006,0.583
232.226,293.851,-7.442,19.417,7.442,19.417,-347.162,-0.015,347.162,-180.023,1.844,0.139,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.022,1.394e6,0,607.441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.879,13.09,978.8,339.231,0.006,0.583
232.233,293.801,-7.318,18.479,7.318,18.479,-347.174,-0.015,347.174,-180.023,1.844,0.106,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.022,1.371e6,0,587.931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.901e-4,NaN,NaN,NaN,NaN,1.872,13.09,978.8,339.231,0.007,0.583
232.24,293.749,-7.192,17.543,7.192,17.543,-347.187,-0.015,347.187,-180.023,1.845,0.072,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.022,1.348e6,0,568.474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.748e-4,NaN,NaN,NaN,NaN,1.864,13.09,978.8,339.232,0.007,0.583
