
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
232.248,293.694,-7.064,16.61,7.064,16.611,-347.201,-0.015,347.201,-180.023,1.845,0.039,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.021,1.324e6,0,549.076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.593e-4,NaN,NaN,NaN,NaN,1.856,13.091,978.8,339.232,0.008,0.583
232.256,293.637,-6.935,15.681,6.935,15.681,-347.217,-0.015,347.217,-180.023,1.845,0.005,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.021,1.299e6,0,529.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.437e-4,NaN,NaN,NaN,NaN,1.847,13.091,978.8,339.232,0.008,0.583
232.265,293.575,-6.803,14.755,6.803,14.755,-347.233,-0.015,347.233,-180.023,1.846,0.072,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.02,1.275e6,0,510.481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.278e-4,NaN,NaN,NaN,NaN,1.866,13.091,978.8,339.232,0.009,0.583
232.274,293.511,-6.67,13.834,6.671,13.835,-347.251,-0.015,347.251,-180.023,1.848,0.185,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.02,1.25e6,0,491.352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.117e-4,NaN,NaN,NaN,NaN,1.9,13.092,978.8,339.233,0.01,0.583
232.285,293.442,-6.535,12.922,6.536,12.926,-347.27,-0.015,347.27,-180.023,1.851,0.299,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.02,1.225e6,0,472.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.955e-4,NaN,NaN,NaN,NaN,1.936,13.092,978.8,339.233,0.01,0.584
232.296,293.368,-6.398,12.014,6.399,12.021,-347.291,-0.015,347.291,-180.023,1.856,0.414,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.019,1.199e6,0,453.571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.792e-4,NaN,NaN,NaN,NaN,1.975,13.093,978.8,339.233,0.011,0.584
232.309,293.289,-6.259,11.112,6.261,11.125,-347.315,-0.015,347.315,-180.023,1.862,0.531,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.019,1.173e6,0,434.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.627e-4,NaN,NaN,NaN,NaN,2.018,13.093,978.8,339.233,0.013,0.584
232.323,293.202,-6.117,10.213,6.119,10.228,-347.341,-0.015,347.341,-180.023,1.87,0.563,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.018,1.147e6,0,416.184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.461e-4,NaN,NaN,NaN,NaN,2.039,13.094,978.9,339.234,0.014,0.584
232.338,293.109,-5.972,9.314,5.975,9.33,-347.37,-0.015,347.37,-180.023,1.879,0.556,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.018,1.12e6,0,397.489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.293e-4,NaN,NaN,NaN,NaN,2.048,13.094,978.9,339.234,0.016,0.584
232.356,293.006,-5.825,8.423,5.828,8.441,-347.402,-0.015,347.402,-180.023,1.888,0.549,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.018,1.092e6,0,378.967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.122e-4,NaN,NaN,NaN,NaN,2.059,13.095,978.9,339.234,0.017,0.584
232.375,292.892,-5.677,7.541,5.679,7.562,-347.44,-0.015,347.44,-180.023,1.899,0.568,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.017,1.064e6,0,360.652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.951e-4,NaN,NaN,NaN,NaN,2.079,13.095,978.9,339.235,0.02,0.584
232.398,292.766,-5.526,6.671,5.53,6.702,-347.483,-0.015,347.483,-180.023,1.914,0.649,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.017,1.036e6,0,342.626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.778e-4,NaN,NaN,NaN,NaN,2.123,13.096,978.9,339.235,0.023,0.584
232.424,292.623,-5.374,5.814,5.379,5.86,-347.533,-0.015,347.533,-180.023,1.933,0.733,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.016,1.008e6,0,324.897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.606e-4,NaN,NaN,NaN,NaN,2.174,13.097,978.9,339.236,0.026,0.584
232.455,292.46,-5.221,4.963,5.226,5.006,-347.593,-0.015,347.593,-180.023,1.953,0.654,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.016,9.793e5,0,307.143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.435e-4,NaN,NaN,NaN,NaN,2.172,13.098,978.9,339.236,0.031,0.584
232.492,292.271,-5.069,4.136,5.072,4.173,-347.665,-0.015,347.665,-180.023,1.974,0.552,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.015,9.505e5,0,289.867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.267e-4,NaN,NaN,NaN,NaN,2.161,13.099,978.9,339.237,0.037,0.584
232.537,292.046,-4.919,3.331,4.921,3.356,-347.755,-0.015,347.755,-180.023,1.992,0.407,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.015,9.221e5,0,273.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1e-4,NaN,NaN,NaN,NaN,2.131,13.1,979,339.238,0.045,0.584
232.593,291.771,-4.774,2.562,4.774,2.57,-347.868,-0.015,347.868,-180.023,2.004,0.206,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.015,8.947e5,0,256.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.936e-4,NaN,NaN,NaN,NaN,2.074,13.102,979,339.239,0.057,0.584
232.672,291.403,-4.629,1.843,4.629,1.848,-348.025,-0.015,348.025,-180.023,2.014,0.132,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.014,8.676e5,0,241.973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.775e-4,NaN,NaN,NaN,NaN,2.058,13.103,979,339.24,0.078,0.584
232.783,290.894,-4.501,1.149,4.501,1.149,-348.25,-0.015,348.25,-180.023,2.015,0.013,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.014,8.436e5,0,227.525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.615e-4,NaN,NaN,NaN,NaN,2.02,13.106,979.1,339.241,0.111,0.584
232.97,290.063,-4.398,0.553,4.398,0.554,-348.627,-0.015,348.627,-180.023,2.021,0.03,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.242e5,0,215.132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.469e-4,NaN,NaN,NaN,NaN,2.029,13.109,979.1,339.243,0.187,0.585
233.33,288.483,-4.367,0.086,4.367,0.212,-349.343,-0.015,349.343,-180.023,1.951,0.194,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.185e5,0,205.462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.356e-4,NaN,NaN,NaN,NaN,1.935,13.115,979.2,339.246,0.361,0.585
233.83,286.293,-4.392,-0.052,4.392,0.201,-350.343,-0.015,350.343,-180.023,2.048,0.194,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.234e5,0,202.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.273e-4,NaN,NaN,NaN,NaN,2.038,13.125,979.4,339.253,0.5,0.585
234.33,284.107,-4.354,0.077,4.354,0.52,-351.431,-0.015,351.431,-180.023,2.305,0.515,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.163e5,0,205.512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.368e-4,NaN,NaN,NaN,NaN,2.277,13.139,979.7,339.261,0.5,0.585
234.599,282.939,-4.358,-0.015,4.364,1.348,-352.001,-0.015,352.001,-180.023,1.944,1.348,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.184e5,0,205.232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.51e-4,NaN,NaN,NaN,NaN,1.705,13.153,979.9,339.27,0.268,0.585
234.846,281.86,-4.379,-0.084,4.379,0.277,-352.473,-0.015,352.473,-180.023,1.879,0.264,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.212e5,0,201.954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.259e-4,NaN,NaN,NaN,NaN,1.826,13.161,980.1,339.274,0.247,0.585
235.184,280.378,-4.373,0.017,4.373,0.458,-353.135,-0.015,353.135,-180.023,2.034,0.458,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.202e5,0,204.198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.24e-4,NaN,NaN,NaN,NaN,2.084,13.168,980.2,339.279,0.339,0.585
235.492,279.034,-4.372,0.003,4.373,0.643,-353.73,-0.015,353.73,-180.023,1.836,0.643,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.203e5,0,204.127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.336e-4,NaN,NaN,NaN,NaN,1.747,13.178,980.4,339.284,0.308,0.585
235.802,277.675,-4.377,-0.015,4.377,0.348,-354.317,-0.015,354.317,-180.023,1.944,0.347,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.211e5,0,203.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.205e-4,NaN,NaN,NaN,NaN,1.992,13.186,980.5,339.29,0.311,0.587
236.302,275.487,-4.375,0.003,4.375,0.211,-355.263,-0.015,355.263,-180.023,1.839,0.211,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.208e5,0,203.737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.28e-4,NaN,NaN,NaN,NaN,1.85,13.195,980.7,339.295,0.5,0.587
236.802,273.301,-4.369,0.011,4.369,0.548,-356.251,-0.015,356.251,-180.023,2.113,0.548,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.199e5,0,204.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.21e-4,NaN,NaN,NaN,NaN,2.083,13.209,980.9,339.304,0.5,0.587
237.302,271.113,-4.382,-0.026,4.382,0.147,-357.289,-0.015,357.289,-180.023,2.04,0.145,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.225e5,0,203.105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.387e-4,NaN,NaN,NaN,NaN,2.048,13.224,981.2,339.312,0.5,0.587
237.802,268.926,-4.364,0.037,4.364,0.266,-358.276,-0.015,358.276,-180.023,1.908,0.264,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.192e5,0,204.466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.351e-4,NaN,NaN,NaN,NaN,1.923,13.238,981.5,339.321,0.5,0.587
238.302,266.739,-4.387,-0.046,4.387,0.14,-359.214,-0.015,359.214,-180.023,1.842,0.132,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.237e5,0,202.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.242e-4,NaN,NaN,NaN,NaN,1.849,13.252,981.7,339.33,0.5,0.587
238.802,264.553,-4.356,0.061,4.356,0.25,-360.165,-0.015,360.165,-180.023,1.964,0.242,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.18e5,0,204.965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.227e-4,NaN,NaN,NaN,NaN,1.95,13.266,982,339.338,0.5,0.587
239.302,262.365,-4.394,-0.074,4.394,0.238,-361.119,-0.015,361.119,-180.023,1.85,0.227,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.252e5,0,202.138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.27e-4,NaN,NaN,NaN,NaN,1.862,13.28,982.2,339.347,0.5,0.588
239.802,260.18,-4.347,0.093,4.347,0.194,-362.065,-0.015,362.065,-180.023,1.936,0.171,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.166e5,0,205.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.239e-4,NaN,NaN,NaN,NaN,1.926,13.295,982.5,339.355,0.5,0.588
240.302,257.997,-4.384,-0.073,4.384,0.901,-363.145,-0.016,363.145,-180.023,2.385,0.898,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.236e5,0,202.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.241e-4,NaN,NaN,NaN,NaN,2.338,13.309,982.7,339.364,0.5,0.588
240.546,256.933,-4.355,0.116,4.361,1.15,-363.693,-0.016,363.693,-180.023,2.106,1.144,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.195e5,0,207.418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.603e-4,NaN,NaN,NaN,NaN,1.879,13.323,983,339.373,0.244,0.588
241.046,254.749,-4.378,-0.046,4.379,0.753,-364.652,-0.016,364.652,-180.023,1.73,0.751,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.228e5,0,203.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.366e-4,NaN,NaN,NaN,NaN,1.77,13.33,983.1,339.377,0.5,0.588
241.355,253.4,-4.357,0.068,4.359,0.866,-365.227,-0.016,365.227,-180.023,1.997,0.864,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.193e5,0,205.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.148e-4,NaN,NaN,NaN,NaN,2.114,13.344,983.4,339.385,0.309,0.588
241.605,252.31,-4.371,-0.055,4.372,0.371,-365.715,-0.016,365.715,-180.023,1.905,0.367,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.218e5,0,202.616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.293e-4,NaN,NaN,NaN,NaN,1.833,13.353,983.5,339.391,0.25,0.588
242.105,250.125,-4.37,0.002,4.37,0.188,-366.644,-0.016,366.644,-180.023,1.811,0.188,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.215e5,0,203.716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.249e-4,NaN,NaN,NaN,NaN,1.822,13.36,983.7,339.395,0.5,0.588
242.605,247.941,-4.365,0.01,4.365,0.501,-367.612,-0.016,367.612,-180.023,2.062,0.5,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.207e5,0,204.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.187e-4,NaN,NaN,NaN,NaN,2.035,13.374,983.9,339.404,0.5,0.588
243.105,245.756,-4.375,-0.02,4.375,0.231,-368.672,-0.016,368.672,-180.023,2.177,0.23,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.228e5,0,203.261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.346e-4,NaN,NaN,NaN,NaN,2.165,13.388,984.2,339.412,0.5,0.588
243.548,243.823,-4.346,0.065,4.346,0.897,-369.549,-0.016,369.549,-180.023,1.78,0.894,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.175e5,0,205.818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.439e-4,NaN,NaN,NaN,NaN,1.78,13.403,984.4,339.421,0.443,0.589
243.789,242.775,-4.36,-0.057,4.364,0.946,-370.004,-0.016,370.004,-180.023,2.007,0.944,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.21e5,0,203.397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.141e-4,NaN,NaN,NaN,NaN,2.202,13.415,984.7,339.428,0.241,0.589
244.283,240.617,-4.375,-0.03,4.375,0.458,-371.052,-0.016,371.052,-180.023,2.233,0.458,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.23e5,0,203.238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.303e-4,NaN,NaN,NaN,NaN,2.212,13.422,984.8,339.433,0.494,0.589
244.727,238.677,-4.353,0.049,4.353,0.653,-371.981,-0.016,371.981,-180.023,1.944,0.651,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.191e5,0,205.085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.479e-4,NaN,NaN,NaN,NaN,1.944,13.436,985,339.441,0.445,0.589
245.227,236.492,-4.387,-0.068,4.387,0.094,-372.961,-0.016,372.961,-180.023,1.976,0.065,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.256e5,0,202.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.253e-4,NaN,NaN,NaN,NaN,1.973,13.449,985.3,339.449,0.5,0.589
245.727,234.309,-4.343,0.088,4.343,0.22,-373.974,-0.016,373.974,-180.023,2.077,0.201,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.174e5,0,205.499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.313e-4,NaN,NaN,NaN,NaN,2.066,13.463,985.5,339.457,0.5,0.589
246.227,232.125,-4.396,-0.107,4.396,0.217,-374.989,-0.016,374.989,-180.023,1.983,0.189,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.277e5,0,201.438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.332e-4,NaN,NaN,NaN,NaN,1.993,13.477,985.8,339.466,0.5,0.589
246.727,229.944,-4.325,0.143,4.325,0.454,-375.927,-0.016,375.927,-180.023,1.767,0.431,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.144e5,0,206.793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.328e-4,NaN,NaN,NaN,NaN,1.792,13.491,986,339.475,0.5,0.589
247.171,228.008,-4.397,-0.162,4.397,0.673,-376.776,-0.016,376.776,-180.023,2.057,0.653,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.281e5,0,200.717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.108e-4,NaN,NaN,NaN,NaN,2.061,13.505,986.3,339.483,0.444,0.589
247.671,225.827,-4.327,0.141,4.327,0.2,-377.786,-0.016,377.786,-180.023,1.986,0.142,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.149e5,0,206.585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.379e-4,NaN,NaN,NaN,NaN,1.994,13.518,986.5,339.491,0.5,0.589
248.171,223.643,-4.411,-0.168,4.411,0.37,-378.82,-0.016,378.82,-180.023,2.151,0.329,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.309e5,0,200.244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.251e-4,NaN,NaN,NaN,NaN,2.134,13.532,986.8,339.499,0.5,0.589
248.671,221.464,-4.307,0.207,4.307,0.256,-379.877,-0.016,379.877,-180.023,2.076,0.15,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.115e5,0,207.961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.46e-4,NaN,NaN,NaN,NaN,2.085,13.546,987,339.508,0.5,0.589
249.171,219.279,-4.431,-0.248,4.431,0.468,-380.865,-0.016,380.865,-180.023,1.877,0.397,28.591,-80.615,9.791,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.35e5,0,198.647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.291e-4,NaN,NaN,NaN,NaN,1.897,13.56,987.3,339.517,0.5,0.59
249.671,217.102,-4.276,0.309,4.276,0.484,-381.85,-0.016,381.85,-180.023,2.063,0.372,28.591,-80.615,9.792,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.06e5,0,210.208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.299e-4,NaN,NaN,NaN,NaN,2.041,13.575,987.5,339.525,0.5,0.59
250.063,215.4,-4.418,-0.361,4.418,0.801,-382.603,-0.016,382.603,-180.023,1.784,0.715,28.591,-80.615,9.792,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.013,8.328e5,0,196.681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.248e-4,NaN,NaN,NaN,NaN,1.74,13.589,987.8,339.534,0.392,0.59
